Price,Close,High,Low,Open,Volume,SMA_50,SMA_200,EMA_50,SMA_20,STD_20,Upper_Band,Lower_Band,Returns
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,
Date,,,,,,,,,,,,,
2020-01-02,72.71607208251953,72.77659819422657,71.46681225027338,71.72101896406637,135480400,,,72.71607208251953,,,,,0.0
2020-01-03,72.00912475585938,72.7717522953066,71.78396939069293,71.94133580542943,146322800,,,72.68834865794463,,,,,-0.009722023019311354
2020-01-06,72.58291625976562,72.62165386110323,70.87608272259153,71.12787343706493,118387200,,,72.68421405409447,,,,,0.007968316596704161
2020-01-07,72.2415542602539,72.84923143823697,72.02123831231323,72.59260129853506,108872000,,,72.66685484649288,,,,,-0.004703062608975683
2020-01-08,73.40364074707031,73.70627127642481,71.94375136900179,71.94375136900179,132079200,,,72.69574841122142,,,,,0.016086122436263395
2020-01-09,74.96281433105469,75.15649496744561,74.13239770457567,74.38418105419532,170108400,,,72.78465295709724,,,,,0.021241093331553884
2020-01-10,75.13225555419922,75.69878635468899,74.62868165074606,75.19762847110803,140644800,,,72.87671580404242,,,,,0.002260337003840762
2020-01-13,76.73743438720703,76.764069722162,75.33080794077236,75.44944416084779,121532000,,,73.02811653279397,,,,,0.021364709753054933
2020-01-14,75.70121765136719,76.88511195829709,75.57774940600967,76.67448226895164,161954400,,,73.13294402763998,,,,,-0.013503406050966338
2020-01-15,75.37682342529297,76.38397915592734,74.94345424816383,75.50029909979953,121923600,,,73.22093929813617,,,,,-0.004285191653959575
2020-01-16,76.32099151611328,76.43236486391163,75.55836410557868,75.92152071901803,108829200,,,73.34250997335096,,,,,0.012525973474540208
2020-01-17,77.16595458984375,77.16837061022176,76.26290232469962,76.57037231867773,137816400,,,73.49244897791931,,,,,0.011071175268367428
2020-01-21,76.64299774169922,77.23614913553814,76.5049964495613,76.79310129941813,110843200,,,73.61599990983225,,,,,-0.0067770411306926626
2020-01-22,76.91659545898438,77.4710093927943,76.82217116630478,77.12964119289799,101832400,,,73.74543502940685,,,,,0.0035697679546307093
2020-01-23,77.28701782226562,77.3669090518308,76.42027962377395,76.96986153628443,104472000,,,73.8843206291268,,,,,0.004815896505439898
2020-01-24,77.06427001953125,78.27963174807223,76.8730054274966,77.5339532626897,146537600,,,74.00902452678973,,,,,-0.002882085620726338
2020-01-27,74.79817199707031,75.48090092368226,73.81280512269632,75.06690438729518,161940000,,,74.03997148640858,,,,,-0.029405300561292758
2020-01-28,76.91414642333984,77.08603847633346,75.58257224071698,75.68183593003438,162234000,,,74.15268422903334,,,,,0.028289119503514204
2020-01-29,78.5241470336914,79.37393591584485,77.80752001617462,78.55078236199498,216229200,,,74.32411414294151,,,,,0.02093243811730061
2020-01-30,78.41036224365234,78.46362551493233,77.17078871761717,77.60415772537527,126743200,,,74.48435916649879,75.54542541503906,2.0253461154858794,79.59611764601082,71.4947331840673,-0.0014490420378617808
2020-01-31,74.93374633789062,78.12225762194025,74.63837863048332,77.69857485901245,199588400,,,74.5019821928279,75.65630912780762,1.9202729784124044,79.49685508463243,71.8157631709828,-0.044338730319322894
2020-02-03,74.72795104980469,75.89731214570682,73.16879799630816,73.67237193822604,173788400,,,74.51084371663092,75.79225044250488,1.7358724786108581,79.2639953997266,72.32050548528316,-0.0027463632627944268
2020-02-04,77.19501495361328,77.38627956164633,75.93122927201843,76.33796302533938,136616400,,,74.61610533376748,76.02285537719726,1.5870555596186098,79.19696649643448,72.84874425796004,0.033013937477883504
2020-02-05,77.82447814941406,78.62584328517734,77.21921702642419,78.32562874403418,118826800,,,74.74192387555755,76.30200157165527,1.3619899558284831,79.02598148331224,73.5780216599983,0.008154194881353716
2020-02-06,78.73477935791016,78.73720276650342,77.53636686633509,78.09562750675829,105425600,,,74.89850644349295,76.56855850219726,1.2843629692571719,79.13728444071161,73.99983256368292,0.011696849502137674
2020-02-07,77.66455078125,78.4823777284415,77.17191276643283,78.23241868458796,117684000,,,75.00697877046382,76.70364532470703,1.2481563717708664,79.19995806824876,74.20733258116529,-0.013592831343251066
2020-02-10,78.03343963623047,78.03343963623047,76.1648155367922,76.24489635857795,109348800,,,75.12566351029781,76.8487045288086,1.224277141948711,79.29725881270602,74.40015024491117,0.00474977130839882
2020-02-11,77.56262969970703,78.60372465740163,77.3442200863521,78.53092392160836,94323200,,,75.22123081184327,76.8899642944336,1.234194743349212,79.35835378113202,74.42157480773517,-0.006033438212107778
2020-02-12,79.40458679199219,79.40943770675925,78.0140331926388,78.0140331926388,113730400,,,75.38528398753539,77.07513275146485,1.3212027455065167,79.71753824247789,74.43272726045181,0.023747996933787707
2020-02-13,78.8391342163086,79.16675238353734,78.47026476188894,78.67411425559266,94747600,,,75.52072909454611,77.24824829101563,1.3137736727272666,79.87579563647016,74.6207009455611,-0.007121157587090643
2020-02-14,78.85855102539062,79.10851012138082,78.34892359887368,78.80758309855572,80113600,,,75.65162407222628,77.3751262664795,1.3417453942425654,80.05861705496463,74.69163547799437,0.00024628389536540674
2020-02-18,77.41459655761719,77.59660579717271,76.34923225388421,76.53124149343974,152531200,,,75.72076024812397,77.38755836486817,1.3408569005759474,80.06927216602007,74.70584456371627,-0.018310689823713866
2020-02-19,78.53578186035156,78.76632988761132,77.65728500864738,77.65728500864738,93984000,,,75.83115325252504,77.48219757080078,1.3522877772332769,80.18677312526734,74.77762201633422,0.014482866960366048
2020-02-20,77.73011016845703,78.78576569935353,77.22291175513422,78.29555659989744,100566000,,,75.90562215118905,77.52287330627442,1.3466024892043342,80.21607828468309,74.82966832786575,-0.010258657554681694
2020-02-21,75.97067260742188,77.76650347779221,75.3518440007245,77.32239667498202,129554000,,,75.90817314947269,77.45705604553223,1.3902004395172296,80.23745692456669,74.67665516649777,-0.022635212496445622
2020-02-24,72.36205291748047,73.81812753069896,70.19007939634994,72.13879229080158,222195200,,,75.76910961096318,77.2219451904297,1.7979479781060732,80.81784114664184,73.62604923421755,-0.047500167710623487
2020-02-25,69.91096496582031,73.4176795737371,69.43774534651452,73.03425000192122,230673600,,,75.53937844840857,76.97758483886719,2.381963336929006,81.7415115127252,72.21365816500918,-0.03387255961982316
2020-02-26,71.02000427246094,72.28921804434103,69.52752997923261,69.53481005262495,198054800,,,75.3621480885675,76.68287773132325,2.7294970967187298,82.14187192476071,71.22388353788578,0.01586359603508325
2020-02-27,66.37757110595703,69.4062083168437,66.2416714304022,68.21708245275049,320605600,,,75.00981173630825,76.07554893493652,3.5316988627026276,83.13894666034177,69.01215120953127,-0.06536796518194632
2020-02-28,66.3387451171875,67.56427882911555,62.215630206085294,62.431618127058165,426510000,,,74.66976990810744,75.47196807861329,4.097835363597549,83.66763880580838,67.2762973514182,-0.0005849263256040294
2020-03-02,72.5149154663086,73.15316245707646,67.39681595785085,68.50343166746465,341397200,,,74.58526581235063,75.35102653503418,4.149919333688737,83.65086520241165,67.05118786765671,0.0931005001407681
2020-03-03,70.21190643310547,73.77443320656704,69.35767141404621,73.69435237651876,319475600,,,74.41376152296847,75.12522430419922,4.3055495306645,83.73632336552822,66.51412524287022,-0.0317591080178965
2020-03-04,73.46863555908203,73.62880458228122,71.13649400429283,71.93976087414214,219178400,,,74.37669775967882,74.93890533447265,4.291873203034263,83.52265174054118,66.35515892840412,0.04638428567780628
2020-03-05,71.08555603027344,72.69451203400999,70.71910826678842,71.71651568382781,187572800,,,74.24763337813351,74.60195922851562,4.317860417108403,83.23768006273244,65.96623839429881,-0.03243669234733737
2020-03-06,70.14149475097656,70.57589213356007,68.24860195386603,68.43546207423026,226176800,,,74.08660833393128,74.17229499816895,4.3125140254092,82.79732304898735,65.54726694735055,-0.013280634379434608
2020-03-09,64.5938720703125,67.48660157527603,63.82457638904733,64.00658563730508,286744800,,,73.71434416673054,73.51876106262208,4.725997362851264,82.97075578832461,64.06676633691954,-0.07909187992585265
2020-03-10,69.24604034423828,69.5129887846972,65.37045555760074,67.25607654604191,285290000,,,73.5391165658485,73.07939109802246,4.692540950096545,82.46447299821554,63.69430919782937,0.07202182072103902
2020-03-11,66.84107971191406,68.24619329059158,65.9747138459021,67.31673591637701,255598800,,,73.27644845392952,72.5433135986328,4.765271239210586,82.07385607705397,63.01277112021164,-0.03473065926035046
2020-03-12,60.240211486816406,65.52333473547242,60.18439634961911,62.11126834135515,418474000,,,72.76522347482704,71.58509483337403,5.218257308314071,82.02160945000217,61.148580216745884,-0.09875466185686232
2020-03-13,67.45748901367188,67.93071607578169,61.38565875889742,64.28325061879912,370732000,74.12298141479492,,72.55707702536998,71.0160125732422,5.00164671534564,81.01930600393348,61.012719142550914,0.11980830326990088
2020-03-16,58.7792854309082,62.873275496652674,58.242963182289955,58.716186517548486,322423600,73.8442456817627,,72.01677147264598,70.01204929351806,5.347828697996806,80.70770668951167,59.31639189752445,-0.12864699990544903
2020-03-17,61.36382293701172,62.516544687820904,57.854682347294336,60.06548857627604,324056000,73.63133964538574,,71.59900878497406,69.20951061248779,5.38271556541178,79.97494174331135,58.44407948166423,0.04397020969473164
2020-03-18,59.861637115478516,60.66975874633833,57.54405159077075,58.187153255274865,300233600,73.3769140625,,71.1387196998958,68.27580337524414,5.298788986442949,78.87338134813004,57.67822540235824,-0.024479990809489705
2020-03-19,59.40296936035156,61.35896164078844,58.876356338925326,60.036361741511776,271857200,73.12014236450196,,70.67849419638426,67.35944633483886,5.160656790818337,77.68075991647554,57.03813275320219,-0.007662131829808461
